ID,FINYEAR,LAST_NAME,FIRST_NAME,COLLEGE,MAJOR,FEE_RESIDENCE,AMT_TOTAL
PI0823,2019,Sandys,Maxy,Human Sciences & Education,"Kinesiology, BS",Y,8966.0
PI0826,2019,Budibent,Jillian,Science,"Biological Sciences, BS",Y,14237.0
PI0827,2019,Teaser,Em,Human Sciences & Education,"Kinesiology, BS",Y,10241.0
PI0832,2019,Feaviour,Taite,Engineering,"Mechanical Engineering, BS",N,1980.0
PI0837,2019,Elecum,Coleen,Human Sciences & Education,"Kinesiology, BS",Y,26282.0
PI0842,2019,Georgelin,Nicholas,Engineering,"Computer Science, BS",Y,7462.0
PI0849,2019,Fuge,Eberhard,Mass Communication,"Mass Communication, BA",Y,7462.0
PI0850,2019,Lubman,Niko,Science,"Mathematics, BS",Y,7462.0
PI0853,2019,Kaine,Blake,Science,"Biological Sciences, BS",Y,22192.89
PI0854,2019,Kippie,Burton,Mass Communication,"Mass Communication, BA",Y,10707.0
PI0857,2019,Bene,June,Business,"Marketing, BS",Y,204.0
PI0861,2019,Meyer,Ellissa,Science,"Mathematics, BS",Y,8262.0
PI0864,2019,Deviney,Lyle,Science,"Biological Sciences, BS",Y,24401.97
PI0865,2019,Bulbrook,Filberte,Science,"Biological Sciences, BS",Y,7862.0
PI0866,2019,Dedmam,Camilla,Engineering,"Computer Science, BS",N,1980.0
PI0867,2019,Handscombe,Herbie,Engineering,"Mechanical Engineering, BS",Y,20284.0
PI0872,2019,Ing,Tara,Science,"Biological Sciences, BS",Y,7462.0
PI0877,2019,Canto,Renato,Human Sciences & Education,"Kinesiology, BS",N,20282.0
PI0880,2019,Leaning,Melinde,Humanities & Social Sciences,"English, BA",Y,7862.0
PI0881,2019,Kemwall,Deck,Business,"Marketing, BS",Y,36128.14
PI0883,2019,Malcolm,Zared,Science,"Biological Sciences, BS",Y,7462.0
PI0885,2019,Choulerton,Onofredo,Business,"Marketing, BS",N,4525.0
PI0886,2019,Zimmerman,Reginald,Business,"Marketing, BS",Y,13307.0
PI0888,2019,Lackemann,Sallyanne,Engineering,"Computer Science, BS",N,8025.0
PI0889,2019,Bellelli,Agace,Business,"Marketing, BS",Y,19759.239999999998
PI0892,2019,Lithgow,Hillary,Science,"Biological Sciences, BS",Y,8262.0
PI0894,2019,Leverage,Daria,Mass Communication,"Mass Communication, BA",Y,8262.0
PI0898,2019,Powling,Tamarah,Science,"Biological Sciences, BS",Y,7862.0
PI0900,2019,O'Cahill,Theressa,Engineering,"Mechanical Engineering, BS",Y,13304.0
PI0902,2019,Mowsdale,Carmine,Mass Communication,"Mass Communication, BA",Y,22366.0
PI0905,2019,Cramphorn,Bliss,Business,"Marketing, BS",Y,26278.0
PI0909,2019,Dorbin,Lacy,Science,"Biological Sciences, BS",Y,7462.0
PI0914,2019,Normavell,Gussy,Humanities & Social Sciences,"English, BA",Y,12536.68
PI0916,2019,Kiddey,Vivyan,Agriculture,"Animal Sciences, BS",Y,1000.0
PI0918,2019,Cowterd,Haskell,Science,"Biological Sciences, BS",Y,13660.11
PI0924,2019,Karpol,Hunfredo,Engineering,"Mechanical Engineering, BS",Y,7462.0
PI0927,2019,Lissemore,Hill,Agriculture,"Animal Sciences, BS",Y,12634.89
PI0931,2019,Ferrarese,Howie,Science,"Biological Sciences, BS",N,7095.0
PI0932,2019,McGrory,Bertrando,Mass Communication,"Mass Communication, BA",Y,19815.67
PI0933,2019,Strank,Marie-ann,Science,"Biological Sciences, BS",Y,5027.0
PI0938,2019,Roddick,Donavon,Engineering,"Mechanical Engineering, BS",Y,24950.0
PI0945,2019,McDonough,Wendeline,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI0946,2019,Jakoub,Seward,Business,"Marketing, BS",Y,15737.0
PI0947,2019,Honisch,Bradney,Science,"Biological Sciences, BS",Y,8262.0
PI0948,2019,Halleday,Josi,Human Sciences & Education,"Kinesiology, BS",Y,25006.0
PI0949,2019,Dainter,Brooks,Science,"Mathematics, BS",Y,14807.0
PI0950,2019,Goldsbrough,Linnet,Mass Communication,"Mass Communication, BA",Y,7862.0
PI0951,2019,Flello,Willi,Human Sciences & Education,"Kinesiology, BS",N,5938.0
PI0955,2019,Simison,Kenton,Science,"Biological Sciences, BS",Y,14140.0
PI0956,2019,Mignot,Faun,Engineering,"Computer Science, BS",Y,7462.0
PI0964,2019,Pearsey,Vikki,Mass Communication,"Mass Communication, BA",N,1980.0
PI0965,2019,Thorouggood,Gerda,Human Sciences & Education,"Kinesiology, BS",N,9681.0
PI0969,2019,Thornewell,Carey,Science,"Biological Sciences, BS",N,14604.43
PI0975,2019,Burkitt,Lin,Mass Communication,"Mass Communication, BA",Y,762.0
PI0976,2019,Berndtssen,Allyson,Engineering,"Mechanical Engineering, BS",Y,9462.0
PI0979,2019,Knowlman,Darcie,Human Sciences & Education,"Kinesiology, BS",N,41099.0
PI0980,2019,Wardle,Benedick,Human Sciences & Education,"Kinesiology, BS",Y,21607.0
PI0981,2019,Juggins,Marni,Engineering,"Mechanical Engineering, BS",Y,7862.0
PI0984,2019,Craggs,Peadar,Mass Communication,"Mass Communication, BA",Y,15521.0
PI0986,2019,Beller,Glendon,Agriculture,"Animal Sciences, BS",Y,7862.0
PI0988,2019,Housam,Andie,Science,"Biological Sciences, BS",Y,17522.0
PI0989,2019,Bulch,Carlyn,Science,"Biological Sciences, BS",Y,10283.0
PI0994,2019,Gilderoy,Gerome,Human Sciences & Education,"Kinesiology, BS",Y,19787.0
PI0995,2019,Hrinishin,Cecil,Science,"Biological Sciences, BS",Y,10432.0
PI0998,2019,Huc,Yule,Science,"Biological Sciences, BS",Y,8262.0
PI0999,2019,Yeardsley,Karlotta,Human Sciences & Education,"Kinesiology, BS",Y,12857.0
PI1000,2019,Carrier,Jess,Engineering,"Mechanical Engineering, BS",N,50905.0
PI1002,2019,Jeandet,Rosa,Human Sciences & Education,"Kinesiology, BS",Y,10873.0
PI1005,2019,Prophet,Berky,Mass Communication,"Mass Communication, BA",Y,6432.0
PI1006,2019,Puttan,Ash,Mass Communication,"Mass Communication, BA",Y,2969.0
PI1011,2019,Estevez,Niki,Human Sciences & Education,"Kinesiology, BS",Y,8558.0
PI1012,2019,Mulvy,Aland,Agriculture,"Animal Sciences, BS",Y,14884.0
PI1013,2019,Hooke,Cary,Engineering,"Computer Science, BS",N,1357.0
PI1017,2019,Greenham,Darda,Agriculture,"Animal Sciences, BS",Y,24994.0
PI1020,2019,Paulus,Broddy,Human Sciences & Education,"Kinesiology, BS",Y,27449.0
PI1021,2019,Kelinge,Roderigo,Human Sciences & Education,"Kinesiology, BS",Y,14636.14
PI1023,2019,Duffer,Ruthi,Human Sciences & Education,"Kinesiology, BS",Y,9092.0
PI1028,2019,Padmore,Marjory,Engineering,"Mechanical Engineering, BS",Y,8262.0
PI1030,2019,Veneur,Merrily,Engineering,"Mechanical Engineering, BS",Y,14884.0
PI1033,2019,Nafzger,Filia,Science,"Biological Sciences, BS",Y,6156.0
PI1035,2019,Huby,Huey,Science,"Chemistry, BS",Y,8762.0
PI1036,2019,Hastin,Giselle,Business,"Marketing, BS",Y,1980.0
PI1038,2019,Howie,Elysha,Science,"Biological Sciences, BS",N,11410.0
PI1040,2019,Beelby,Rozanne,Agriculture,"Animal Sciences, BS",N,3401.0
PI1042,2019,Lomax,Isabel,Human Sciences & Education,"Kinesiology, BS",Y,25250.89
PI1044,2019,Bertouloume,Nathanil,Science,"Biological Sciences, BS",Y,3500.0
PI1048,2019,Woodcraft,Nickey,Human Sciences & Education,"Kinesiology, BS",Y,20282.0
PI1049,2019,Oby,Jefferson,Mass Communication,"Mass Communication, BA",N,20143.0
PI1055,2019,Inkles,Corette,Science,"Biological Sciences, BS",Y,19980.0
PI1057,2019,Weblin,Dilan,Engineering,"Computer Science, BS",Y,22006.0
PI1058,2019,Carcas,Lothaire,Human Sciences & Education,"Kinesiology, BS",N,3335.0
PI1060,2019,Krienke,Arnuad,Business,"Marketing, BS",Y,10864.94
PI1064,2019,Reichardt,Marsha,Science,"Biological Sciences, BS",N,1980.0
PI1066,2019,Halegarth,Andris,Engineering,"Mechanical Engineering, BS",Y,14500.0
PI1071,2019,Blackleech,Hamil,Engineering,"Mechanical Engineering, BS",Y,7462.0
PI1072,2019,Jacobbe,Katusha,Human Sciences & Education,"Kinesiology, BS",Y,12904.0
PI1077,2019,Gregine,Garland,Engineering,"Computer Science, BS",Y,8262.0
PI1078,2019,McGivena,Benita,Engineering,"Mechanical Engineering, BS",Y,7862.0
PI1079,2019,Knowller,Barbie,Humanities & Social Sciences,"English, BA",Y,21928.0
PI1080,2019,Swalwel,Adrian,Human Sciences & Education,"Kinesiology, BS",Y,18779.85
PI1085,2019,Heigl,Archambault,Mass Communication,"Mass Communication, BA",Y,7862.0
PI1089,2019,Panther,Connor,Engineering,"Computer Science, BS",Y,10790.29
PI1091,2019,Noller,Lilias,Human Sciences & Education,"Kinesiology, BS",Y,9462.0
PI1092,2019,Padula,Cornelius,Humanities & Social Sciences,"English, BA",Y,8262.0
PI1094,2019,Winsom,Merell,Science,"Biological Sciences, BS",Y,7462.0
PI1095,2019,Bew,Elayne,Human Sciences & Education,"Kinesiology, BS",Y,41749.84
PI1096,2019,Bransby,Humfried,Science,"Biological Sciences, BS",Y,23665.0
PI1101,2019,Sachno,Deena,Engineering,"Computer Science, BS",Y,7462.0
PI1104,2019,Tombleson,Suzann,Engineering,"Mechanical Engineering, BS",Y,9442.0
PI1105,2019,O'Cosgra,Mia,Science,"Biological Sciences, BS",Y,3731.0
PI1106,2019,McGrudder,Kenneth,Engineering,"Mechanical Engineering, BS",Y,8262.0
PI1108,2019,Canon,Flory,Business,"Marketing, BS",Y,1000.0
PI1109,2019,Heddon,Harlene,Human Sciences & Education,"Kinesiology, BS",Y,9442.0
PI1110,2019,Mc Meekin,Konstanze,Human Sciences & Education,"Kinesiology, BS",Y,9262.0
PI1116,2019,Winchcum,Melisande,Engineering,"Mechanical Engineering, BS",Y,3731.0
PI1117,2019,Wimes,Aurore,Science,"Biological Sciences, BS",Y,3931.0
PI1119,2019,Daviddi,Nilson,Engineering,"Mechanical Engineering, BS",Y,16738.0
PI1122,2019,Angier,Zonda,Mass Communication,"Mass Communication, BA",Y,13702.23
PI1123,2019,Scroxton,Cristobal,Engineering,"Computer Science, BS",Y,20284.0
PI1125,2019,Schultes,Hildegarde,Science,"Biological Sciences, BS",Y,17607.21
PI1127,2019,Fuller,Hyman,Science,"Biological Sciences, BS",Y,4867.0
PI1132,2019,Brocklehurst,Hersch,Science,"Biological Sciences, BS",Y,7462.0
PI1134,2019,Gulley,Fee,Mass Communication,"Mass Communication, BA",Y,12219.82
PI1136,2019,Larive,Onfre,Mass Communication,"Mass Communication, BA",N,7619.0
PI1137,2019,Wain,Cammi,Human Sciences & Education,"Kinesiology, BS",Y,15448.0
PI1138,2019,Forster,Gael,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI1139,2019,Franck,Edeline,Human Sciences & Education,"Kinesiology, BS",Y,12088.0
PI1142,2019,Tidbury,Tobi,Humanities & Social Sciences,"English, BA",Y,11316.04
PI1145,2019,Skrines,Siobhan,Science,"Biological Sciences, BS",Y,4721.0
PI1146,2019,Collihole,Pieter,Mass Communication,"Mass Communication, BA",Y,7422.0
PI1147,2019,Garham,Goddart,Science,"Biological Sciences, BS",Y,8262.0
PI1151,2019,Agent,Genna,Science,"Biological Sciences, BS",Y,990.0
PI1152,2019,Wroe,Pansy,Engineering,"Computer Science, BS",Y,1980.0
PI1156,2019,Matuszak,Nathanial,Business,"Marketing, BS",N,5760.0
PI1159,2019,Doelle,Marvin,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI1164,2019,Kohnen,Jannel,Science,"Biological Sciences, BS",Y,9976.0
PI1165,2019,Kattenhorn,Genovera,Mass Communication,"Mass Communication, BA",Y,7462.0
PI1166,2019,Feldhuhn,Freemon,Science,"Biological Sciences, BS",N,20282.0
PI1167,2019,Jakeway,Levon,Science,"Mathematics, BS",Y,1719.0
PI1169,2019,Spilling,Jeane,Science,"Mathematics, BS",Y,7462.0
PI1173,2019,O'Hallihane,Noell,Science,"Biological Sciences, BS",Y,27883.53
PI1174,2019,Kornilov,Harmonie,Agriculture,"Animal Sciences, BS",Y,1980.0
PI1175,2019,Reightley,Ezra,Mass Communication,"Mass Communication, BA",Y,7489.92
PI1179,2019,Awde,Rhodie,Business,"Marketing, BS",N,19392.0
PI1189,2019,Litchfield,Vivian,Engineering,"Mechanical Engineering, BS",Y,1980.0
PI1191,2019,Tomaszek,Birdie,Science,"Chemistry, BS",Y,23530.0
PI1194,2019,Illyes,Flora,Agriculture,"Animal Sciences, BS",N,1980.0
PI1195,2019,Cardenosa,Keane,Engineering,"Mechanical Engineering, BS",Y,7862.0
PI1197,2019,Lorrimer,Gaby,Engineering,"Computer Science, BS",Y,990.0
PI1198,2019,Bliss,Berne,Engineering,"Computer Science, BS",Y,26879.0
PI1199,2019,Conklin,Gordon,Engineering,"Mechanical Engineering, BS",Y,3731.0
PI1203,2019,Haensel,Mirelle,Mass Communication,"Mass Communication, BA",Y,7462.0
PI1207,2019,Laughnan,Terrill,Science,"Biological Sciences, BS",Y,10600.0
PI1210,2019,Luce,Emmalyn,Human Sciences & Education,"Kinesiology, BS",Y,7458.0
PI1211,2019,Liger,Hazel,Science,"Biological Sciences, BS",Y,9442.0
PI1215,2019,Huckfield,Fey,Science,"Chemistry, BS",Y,8262.0
PI1221,2019,Johnsee,Veronique,Engineering,"Computer Science, BS",Y,5095.0
PI1223,2019,Cosans,Paten,Engineering,"Mechanical Engineering, BS",Y,7462.0
PI1225,2019,Galletly,Riannon,Engineering,"Computer Science, BS",Y,20284.0
PI1229,2019,Moir,Eugene,Engineering,"Computer Science, BS",Y,14002.72
PI1230,2019,Hambleton,Elsey,Science,"Biological Sciences, BS",Y,8679.0
PI1235,2019,de Clerc,Harwell,Human Sciences & Education,"Kinesiology, BS",Y,9239.0
PI1237,2019,Bour,Albrecht,Engineering,"Computer Science, BS",Y,7462.0
PI1240,2019,Pusill,Ambur,Science,"Biological Sciences, BS",Y,21964.0
PI1241,2019,Skilbeck,Cherida,Human Sciences & Education,"Kinesiology, BS",Y,15087.0
PI1242,2019,Illingsworth,Bradan,Agriculture,"Animal Sciences, BS",Y,2306.0
PI1243,2019,Rizzetti,Matthaeus,Mass Communication,"Mass Communication, BA",Y,3381.0
PI1244,2019,Smails,Elden,Science,"Biological Sciences, BS",Y,7862.0
PI1245,2019,De Mars,Baudoin,Science,"Biological Sciences, BS",Y,12597.34
PI1255,2019,Hellwig,Dayle,Humanities & Social Sciences,"English, BA",Y,20282.0
PI1257,2019,Mosten,Sadye,Mass Communication,"Mass Communication, BA",Y,7422.0
PI1258,2019,Sprasen,Kirsten,Science,"Biological Sciences, BS",Y,20284.0
PI1264,2019,Rein,Deedee,Mass Communication,"Mass Communication, BA",Y,990.0
PI1265,2019,Segges,Pate,Human Sciences & Education,"Kinesiology, BS",Y,24295.989999999998
PI1267,2019,Enefer,Milissent,Mass Communication,"Mass Communication, BA",Y,13304.0
PI1269,2019,Robotham,Astrix,Engineering,"Mechanical Engineering, BS",Y,7462.0
PI1274,2019,Pegler,Elyse,Science,"Biological Sciences, BS",Y,10262.0
PI1277,2019,Kyles,Idell,Engineering,"Computer Science, BS",Y,7346.0
PI1279,2019,Kirkham,Missy,Science,"Biological Sciences, BS",Y,17101.0
PI1282,2019,Petkov,Cornelius,Mass Communication,"Mass Communication, BA",Y,20284.0
PI1285,2019,Hacksby,Mel,Mass Communication,"Mass Communication, BA",Y,7462.0
PI1291,2019,Frary,Constantino,Human Sciences & Education,"Kinesiology, BS",Y,8531.16
PI1293,2019,Noor,Penny,Agriculture,"Animal Sciences, BS",Y,8262.0
PI1296,2019,Nunns,Malchy,Agriculture,"Animal Sciences, BS",Y,18755.0
PI1302,2019,Eles,Clemens,Engineering,"Mechanical Engineering, BS",Y,20063.0
PI1307,2019,Kedie,Mattie,Engineering,"Computer Science, BS",N,19980.0
PI1309,2019,Airds,Ossie,Engineering,"Computer Science, BS",Y,23396.0
PI1311,2019,Clifford,Abigale,Science,"Biological Sciences, BS",Y,9262.0
PI1313,2019,MacFadden,Nobe,Agriculture,"Animal Sciences, BS",Y,11125.0
PI1314,2019,Offield,Pammy,Engineering,"Mechanical Engineering, BS",Y,3463.0
PI1317,2019,Bellay,Alfy,Science,"Biological Sciences, BS",Y,7462.0
PI1319,2019,Hustings,Raf,Agriculture,"Animal Sciences, BS",N,1323.0
PI1321,2019,Liddall,Vin,Science,"Biological Sciences, BS",Y,7462.0
PI1322,2019,Hargess,Dona,Engineering,"Computer Science, BS",Y,8262.0
PI1323,2019,Boggas,Aksel,Engineering,"Mechanical Engineering, BS",Y,990.0
PI1324,2019,Gruby,Eugenio,Engineering,"Computer Science, BS",Y,7825.0
PI1327,2019,Lipson,Fields,Engineering,"Computer Science, BS",Y,8262.0
PI1330,2019,Ahearne,Auberta,Engineering,"Computer Science, BS",Y,7081.0
PI1331,2019,Kindon,Guenevere,Business,"Marketing, BS",Y,14021.0
PI1335,2019,Sewart,Noam,Science,"Biological Sciences, BS",Y,1760.0
PI1337,2019,Maycey,Gusti,Science,"Biological Sciences, BS",Y,21597.0
PI1340,2019,Trumble,Crissy,Agriculture,"Animal Sciences, BS",Y,19820.81
PI1341,2019,Lipman,Maddie,Engineering,"Mechanical Engineering, BS",Y,27542.0
PI1342,2019,Eddolls,Nerissa,Human Sciences & Education,"Kinesiology, BS",Y,7862.0
PI1343,2019,Cottill,Dylan,Human Sciences & Education,"Kinesiology, BS",Y,30646.1
PI1346,2019,Baelde,Riannon,Human Sciences & Education,"Kinesiology, BS",Y,4798.0
PI1352,2019,Wilfing,Rollie,Agriculture,"Animal Sciences, BS",Y,8658.0
PI1353,2019,Kivelle,Maison,Mass Communication,"Mass Communication, BA",Y,8262.0
PI1358,2019,Ram,Allene,Agriculture,"Animal Sciences, BS",N,65.0
PI1359,2019,Benthall,Elbert,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI1360,2019,Greim,Caspar,Human Sciences & Education,"Kinesiology, BS",N,19258.0
PI1361,2019,Verring,Farly,Agriculture,"Animal Sciences, BS",Y,14577.64
PI1362,2019,Ramsier,Reiko,Human Sciences & Education,"Kinesiology, BS",N,9397.0
PI1365,2019,Forsdike,Dinah,Science,"Biological Sciences, BS",N,28800.0
PI1366,2019,Fronsek,Chaddie,Human Sciences & Education,"Kinesiology, BS",Y,16229.14
PI1368,2019,Scarlin,Nil,Humanities & Social Sciences,"English, BA",Y,24642.0
PI1369,2019,Quail,Kingsly,Human Sciences & Education,"Kinesiology, BS",Y,8075.0
PI1374,2019,Newburn,Demetra,Engineering,"Mechanical Engineering, BS",Y,8262.0
PI1376,2019,Kettridge,Blaire,Human Sciences & Education,"Kinesiology, BS",Y,13691.14
PI1378,2019,Mathiassen,Spenser,Agriculture,"Animal Sciences, BS",Y,14818.0
PI1379,2019,Daelman,Hettie,Humanities & Social Sciences,"English, BA",Y,19937.489999999998
PI1380,2019,Lilloe,Nicolas,Human Sciences & Education,"Kinesiology, BS",Y,14876.11
PI1383,2019,Munslow,Job,Engineering,"Mechanical Engineering, BS",Y,10166.0
PI1384,2019,Cordner,Addi,Agriculture,"Animal Sciences, BS",Y,11739.33
PI1386,2019,Epdell,Micky,Humanities & Social Sciences,"English, BA",Y,8262.0
PI1387,2019,Karpushkin,Fred,Engineering,"Computer Science, BS",Y,15514.78
PI1390,2019,Ugoni,Kristo,Human Sciences & Education,"Kinesiology, BS",Y,12687.26
PI1391,2019,Jepp,Tracie,Mass Communication,"Mass Communication, BA",Y,11374.0
PI1392,2019,Ranson,Davon,Science,"Biological Sciences, BS",N,3276.0
PI1393,2019,Dabnor,Coralie,Science,"Biological Sciences, BS",Y,9262.0
PI1397,2019,Josephsen,Adan,Mass Communication,"Mass Communication, BA",Y,22414.0
PI1400,2019,Shawyers,Staford,Engineering,"Mechanical Engineering, BS",Y,37378.62
PI1402,2019,Gayton,Ann-marie,Science,"Biological Sciences, BS",Y,18336.0
PI1404,2019,Manthorpe,Aigneis,Business,"Marketing, BS",Y,16925.989999999998
PI1406,2019,Connors,Janene,Engineering,"Computer Science, BS",Y,25531.7
PI1410,2019,Clancy,Hale,Engineering,"Mechanical Engineering, BS",Y,10142.0
PI1411,2019,Attewill,Denyse,Science,"Biological Sciences, BS",Y,6534.0
PI1414,2019,Menlow,Vite,Engineering,"Computer Science, BS",Y,12814.6
PI1415,2019,Bonson,Tristan,Human Sciences & Education,"Kinesiology, BS",Y,19545.0
PI1417,2019,Briant,Cahra,Science,"Biological Sciences, BS",Y,9442.0
PI1418,2019,Ekins,Tomlin,Science,"Biological Sciences, BS",N,13728.0
PI1420,2019,Keighly,Kyle,Science,"Biological Sciences, BS",Y,9669.0
PI1421,2019,Clell,Jock,Mass Communication,"Mass Communication, BA",Y,8262.0
PI1424,2019,Georgi,Art,Science,"Biological Sciences, BS",Y,11277.0
PI1425,2019,Caesmans,Deonne,Engineering,"Mechanical Engineering, BS",Y,3731.0
PI1429,2019,Hempel,Amelita,Human Sciences & Education,"Kinesiology, BS",N,9598.0
PI1431,2019,Hannabuss,Tallia,Humanities & Social Sciences,"English, BA",Y,14571.0
PI1434,2019,Chantree,Scot,Mass Communication,"Mass Communication, BA",N,7643.91
PI1436,2019,Toombes,Fredia,Mass Communication,"Mass Communication, BA",Y,27262.0
PI1438,2019,Ellery,Leyla,Agriculture,"Animal Sciences, BS",Y,18074.0
PI1441,2019,Pinxton,Erika,Science,"Biological Sciences, BS",Y,13606.58
PI1444,2019,Cliss,Amalee,Science,"Mathematics, BS",Y,577.0
PI1446,2019,Jakubczyk,Josefa,Human Sciences & Education,"Kinesiology, BS",Y,8309.0
PI1447,2019,Gouny,Fannie,Human Sciences & Education,"Kinesiology, BS",Y,12718.630000000001
PI1450,2019,Koop,Lorine,Engineering,"Mechanical Engineering, BS",Y,20282.0
PI1451,2019,Skittrell,Vite,Human Sciences & Education,"Kinesiology, BS",Y,9262.0
PI1452,2019,Downham,Lucine,Human Sciences & Education,"Kinesiology, BS",Y,11107.0
PI1453,2019,Brolly,Candice,Business,"Marketing, BS",Y,16237.0
PI1462,2019,Croysdale,Linette,Mass Communication,"Mass Communication, BA",Y,24594.0
PI1465,2019,Sowle,Gaspard,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI1466,2019,Delia,Brodie,Business,"Marketing, BS",Y,12149.2
PI1468,2019,Sibthorpe,Nikolas,Science,"Biological Sciences, BS",Y,16637.0
PI1470,2019,Rumford,Odelle,Human Sciences & Education,"Kinesiology, BS",Y,8000.0
PI1473,2019,Grieg,Georgianne,Engineering,"Computer Science, BS",Y,13495.380000000001
PI1474,2019,Broadbury,Jonathan,Engineering,"Mechanical Engineering, BS",Y,13232.0
PI1475,2019,Juara,Adara,Engineering,"Computer Science, BS",Y,10796.0
PI1479,2019,Biddulph,Jaime,Mass Communication,"Mass Communication, BA",Y,18450.0
PI1486,2019,Kayne,Jsandye,Science,"Biological Sciences, BS",Y,16055.0
PI1487,2019,Yurocjkin,Cyndy,Engineering,"Computer Science, BS",Y,11662.0
PI1490,2019,MacGragh,Reyna,Mass Communication,"Mass Communication, BA",N,10141.0
PI1491,2019,Bernard,Gaby,Human Sciences & Education,"Kinesiology, BS",N,6095.0
PI1493,2019,Sawforde,Lillian,Engineering,"Computer Science, BS",Y,7862.0
PI1500,2019,Glason,Carine,Agriculture,"Animal Sciences, BS",Y,13000.0
PI1508,2019,Craigmile,Herve,Human Sciences & Education,"Kinesiology, BS",Y,13487.0
PI1510,2019,Cloney,Erwin,Business,"Marketing, BS",Y,9000.0
